Generated ID,Course Name,Type,Course Category,Course Sub Category,Section,Student Program
9073ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
9073ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CE
9076ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9076ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9076ADB,Organisational Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
9076ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
9077ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9077ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9077ADB,Organisational Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
9077ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
9082ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-MT
9082ADB,Mechanics of Materials,Schedule,Major Courses,Required Major Classes,Section A,BSc-MT
9082ADB,Computer Aided Design and Manufacturing,Schedule,Major Courses,Major Electives,Section A,BSc-MT
9082ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section B,BSc-MT
9082ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section H,BSc-MT
9083ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section B,BSc-CS
9083ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
9083ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
9083ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-CS
9083ADB,Undergraduate Thesis I (CS),Schedule,Major Courses,Capstone,Section A,BSc-CS
9091ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
9096ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9096ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9096ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
9096ADB,Introduction to Sociocultural Anthropology,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
9105ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
9105ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
9105ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
9105ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-CS
9105ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section I,BSc-CS
9116ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-ME
9116ADB,Engineering Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-ME
9116ADB,Mechanics of Machines & Engineering Vibration,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
9116ADB,Heat Transfer,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
9116ADB,Advanced Mechanical Machine Design,Do not schedule,Major Courses,Major Electives,Section A,BSc-ME
9116ADB,Creative and Research Internship,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-ME
9128ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9128ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9128ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
9128ADB,Neo-Traditional African Dance Forms,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
9129ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section C,BSc-CS
9129ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
9129ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-CS
9129ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section E,BSc-CS
9129ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section J,BSc-CS
9134ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-MIS
9134ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
9134ADB,Development Economics,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
9134ADB,Information and Systems Security,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
9134ADB,African Cultural Institutions,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-MIS
9152ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9152ADB,Entrepreneurship I,Schedule,Major Courses,Capstone,Section A,BSc-BA
9152ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9152ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9152ADB,AI in Business: Empowering Tomorrow's Leaders,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
9192ADB,Real Estate Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-MIS
9192ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section C,BSc-MIS
9192ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
9192ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-MIS
9201ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9201ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
9201ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
9201ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-BA
9201ADB,Crafting Cultures: Exploring African Cultures Through Ceramics and Pottery,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
9205ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
9205ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
9205ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
9205ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
9205ADB,Internet of Things,Schedule,Major Courses,Major Electives,Section A,BSc-CS
9213ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9213ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9213ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
9213ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
9213ADB,Creative and Research Internship,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
9214ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section A,BSc-CS
9214ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
9214ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
9214ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-CS
9214ADB,Undergraduate Thesis I (CS),Schedule,Major Courses,Capstone,Section A,BSc-CS
9214ADB,Comparative Politics,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CS
9225ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
9225ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
9225ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
9225ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-CS
9225ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section J,BSc-CS
9235ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section A,BSc-ECON
9235ADB,Mathematics for Economists,Schedule,Major Courses,Required Major Classes,Section A,BSc-ECON
9235ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-ECON
9235ADB,African Trade and Regional Integration,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-ECON
9235ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section I,BSc-ECON
9236ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-ME
9236ADB,Engineering Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-ME
9236ADB,Mechanics of Machines & Engineering Vibration,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
9236ADB,Heat Transfer,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
9236ADB,Advanced Mechanical Machine Design,Do not schedule,Major Courses,Major Electives,Section A,BSc-ME
9251ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9251ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9251ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9251ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
9251ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-BA
9261ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section A,BSc-CS
9261ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
9261ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
9261ADB,Undergraduate Thesis I (CS),Schedule,Major Courses,Capstone,Section A,BSc-CS
9261ADB,African Philosophical Thought,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CS
9262ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-CS
9262ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
9262ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
9262ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-CS
9275ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
9275ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section C,BSc-CS
9275ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-CS
9275ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section E,BSc-CS
9275ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section J,BSc-CS
9277ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-EEE
9277ADB,Thermodynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
9277ADB,Computer Aided Design and Manufacturing,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
9277ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section A,BSc-EEE
9277ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-EEE
9311ADB,Embedded Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
9311ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-EEE
9311ADB,Digital and Analog Signal Processing in Telecommunications,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
9311ADB,Power Engineering,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
9311ADB,Engineering Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-EEE
9311ADB,Climate Change and Global Innovation,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-EEE
9312ADB,Embedded Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
9312ADB,Internet of Things,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
9312ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-EEE
9312ADB,Power Engineering,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
9312ADB,Power Systems Analysis,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
9312ADB,Engineering Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-EEE
9312ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9312ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9312ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9312ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9312ADB,Creative and Research Internship,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
9323ADB,Embedded Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
9323ADB,Internet of Things,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
9323ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-EEE
9323ADB,Power Engineering,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
9323ADB,Power Systems Analysis,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
9323ADB,Engineering Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-EEE
9324ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9324ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9324ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
9324ADB,Development Economics,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9328ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9328ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9328ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9328ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-BA
9328ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-BA
9330ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
9330ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
9330ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
9330ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
9377ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-MIS
9377ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
9377ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
9377ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-MIS
